id_dmr	root_mC	leaf_mC	adj_p	fold_change	status
dmr_10000_CG	0.974333333333333	0.781	2.8904382591951e-11	1.2475458813487	equal
dmr_10001_CG	0.974333333333333	0.781	2.8904382591951e-11	1.2475458813487	equal
dmr_10002_CG	0.847666666666667	0.8185	2.48111464142051e-146	1.03563429036856	equal
dmr_10003_CG	0.277666666666667	0.771	3.62525326321311e-10	2.77671068427371	equal
dmr_10004_CG	0.161	0.3885	3.03255198120231e-07	2.41304347826087	equal
dmr_10005_CG	0.6	0.9	0.117750988811988	1.5	equal
dmr_10006_CG	0.682333333333333	0.8375	0.12833041811186	1.22740595994138	equal
dmr_10007_CG	0.794333333333333	0.789	0.361782163424503	1.00675961132235	equal
dmr_10008_CG	0.522666666666667	0.5765	0.684071250388369	1.10299744897959	equal
dmr_10009_CG	0.559666666666667	0.72	0.0588170006967158	1.28648004764741	equal
dmr_1000_CG	0.696333333333333	0.9	0.00164157490467096	1.2924844423169	equal
dmr_1000_CHG	0.925333333333333	0.5825	1.58098651783376e-17	1.58855507868383	equal
dmr_1000_CHH	0.001	0	0	Inf	equal
dmr_10010_CG	0.728333333333333	0.7845	0.456029544953256	1.07711670480549	equal
dmr_10011_CG	0.412333333333333	0.6495	0.0210718192852829	1.5751818916734	equal
dmr_10012_CG	0.942	0.9065	1.10017202829678e-06	1.03916161059018	equal
dmr_10013_CG	0.611666666666667	0.6825	0.640567077753382	1.1158038147139	equal
dmr_10014_CG	0.0346666666666667	0.227	1.83188537533117e-37	6.54807692307692	equal
dmr_10015_CG	0.849333333333333	0.8515	0.000288085046760831	1.00255102040816	equal
dmr_10016_CG	0.378666666666667	0.4765	9.57795725754561e-104	1.25836267605634	equal
dmr_10017_CG	0	0	0.292178774130518	NA	equal
dmr_10018_CG	0.321333333333333	0.0665	2.4412184654488e-113	4.83208020050125	dm
dmr_10019_CG	0.939	0.9605	0.00123706382935795	1.02289669861555	equal
dmr_1001_CG	0.758666666666667	0.576	0.0928227659166957	1.31712962962963	equal
dmr_1001_CHG	0.925333333333333	0.5825	1.58098651783376e-17	1.58855507868383	equal
dmr_1001_CHH	0.193	0.1455	3.79669789021086e-22	1.32646048109966	equal
dmr_10020_CG	0.841333333333333	0.833	8.62876710243864e-08	1.01000400160064	equal
dmr_10021_CG	0.837666666666667	0.8115	2.36595866378022e-05	1.03224481413021	equal
dmr_10022_CG	0.958	0.834	3.60322823151611e-47	1.14868105515588	equal
dmr_10023_CG	0.673	0.7355	0.969259257585529	1.09286775631501	equal
dmr_10024_CG	0.843666666666667	0.7345	0.0111635317704544	1.14862718402541	equal
dmr_10025_CG	0.671333333333333	0.819	0.713497520014773	1.21996027805362	equal
dmr_10026_CG	0.671333333333333	0.819	0.713497520014773	1.21996027805362	equal
dmr_10027_CG	0.0386666666666667	0.0085	2.29183244344507e-05	4.54901960784314	equal
dmr_10028_CG	0.683666666666667	0.7725	0.190543453263266	1.12993661628474	equal
dmr_10029_CG	0.396333333333333	0.776	0.0027005848017934	1.95794785534062	equal
dmr_1002_CG	0.968333333333333	0.8295	3.20707801911362e-07	1.16736990154712	equal
dmr_1002_CHG	0.282666666666667	0.228	0.681963395638746	1.23976608187134	equal
dmr_1002_CHH	0.297666666666667	0.3045	0.327470442064468	1.02295632698768	equal
dmr_10030_CG	0.787666666666667	0.7785	0.122889085361941	1.01177478056091	equal
dmr_10031_CG	0.809	0.7925	7.95490427649233e-22	1.02082018927445	equal
dmr_10032_CG	0.814	0.8355	0.187324814880401	1.02641277641278	equal
dmr_10033_CG	0.814	0.8355	0.187324814880401	1.02641277641278	equal
dmr_10034_CG	0.814	0.8355	0.187324814880401	1.02641277641278	equal
dmr_10035_CG	0.835666666666667	0.782	0.0946655663274495	1.06862745098039	equal
dmr_10036_CG	0.764333333333333	0.695	7.33358049182158e-05	1.09976019184652	equal
dmr_10037_CG	0.13	0.052	0.499119655076987	2.5	equal
dmr_10038_CG	0.770333333333333	0.7035	0.00171209404492229	1.09500118455342	equal
dmr_10039_CG	0.629666666666667	0.45	2.41251672463264e-17	1.39925925925926	equal
dmr_1003_CG	0.964333333333333	0.796	3.85416144562732e-68	1.21147403685092	equal
dmr_1003_CHG	0	0	0.292178774130518	NA	equal
dmr_1003_CHH	0.102333333333333	0.186	0.0316624743271388	1.81758957654723	equal
dmr_10040_CG	0.629666666666667	0.45	2.41251672463264e-17	1.39925925925926	equal
dmr_10041_CG	0.821333333333333	0.803	0.000441834069338967	1.02283105022831	equal
dmr_10042_CG	0.238333333333333	0.4435	3.01481769384932e-08	1.86083916083916	equal
dmr_10043_CG	0.238333333333333	0.4435	3.01481769384932e-08	1.86083916083916	equal
dmr_10044_CG	0.531	0.8015	0.0444617047025669	1.50941619585687	equal
dmr_10045_CG	0.403333333333333	0.3215	0.481792907727265	1.25453602903059	equal
dmr_10046_CG	0.707	0.9235	2.66440208487852e-05	1.30622347949081	equal
dmr_10047_CG	0.985	0.911	1.45484736616951e-78	1.08122941822173	equal
dmr_10048_CG	0.489	0.4635	0.716878089392831	1.05501618122977	equal
dmr_10049_CG	0.844	0.786	0.0621977701708568	1.07379134860051	equal
dmr_1004_CG	0.937	0.7045	6.04140057731865e-06	1.33002129169624	equal
dmr_1004_CHG	0.47	0.3245	0.220477408078469	1.44838212634823	equal
dmr_1004_CHH	0.0486666666666667	0.012	0.102295033729624	4.05555555555556	equal
dmr_10050_CG	0.844	0.786	0.0621977701708568	1.07379134860051	equal
dmr_10051_CG	0.844	0.786	0.0621977701708568	1.07379134860051	equal
dmr_10052_CG	0.666	0.718	0.912848155133795	1.07807807807808	equal
dmr_10053_CG	0.933666666666667	0.8805	1.59730414884963e-52	1.06038235850842	equal
dmr_10054_CG	0.555	0.6945	0.574769893730527	1.25135135135135	equal
dmr_10055_CG	0.804333333333333	0.552	8.44466766827161e-82	1.45712560386473	equal
dmr_10056_CG	0.113333333333333	0.782	4.84461005626726e-13	6.9	dm
dmr_10057_CG	0.312333333333333	0.1775	0.740164542792824	1.75962441314554	equal
dmr_10058_CG	0.452666666666667	0.799	0.00151660499718676	1.76509572901325	equal
dmr_10059_CG	0.150333333333333	0.483	8.18895238586407e-07	3.21286031042129	dm
dmr_1005_CG	0.827666666666667	0.798	2.12473570792315e-10	1.03717627401838	equal
dmr_1005_CHG	0.489333333333333	0.159	9.21457914506138e-05	3.07756813417191	dm
dmr_1005_CHH	0.284666666666667	0.078	0.11749909443721	3.64957264957265	equal
dmr_10060_CG	0.436333333333333	0.7405	1.30566479486296e-06	1.69709702062643	equal
dmr_10061_CG	0.436333333333333	0.7405	1.30566479486296e-06	1.69709702062643	equal
dmr_10062_CG	0.361	0.0375	0.0502826654625599	9.62666666666667	equal
dmr_10063_CG	0.422	0.5425	0.225568703153321	1.28554502369668	equal
dmr_10064_CG	0.181	0.36	6.76372501833539e-10	1.98895027624309	equal
dmr_10065_CG	0	0.1915	0.0112107532375322	Inf	equal
dmr_10066_CG	0	0.273	0.00187821584627245	Inf	equal
dmr_10067_CG	0.707333333333333	0.482	2.48901982040436e-22	1.46749654218534	equal
dmr_10068_CG	0.938	0.843	0.000116636532921383	1.11269276393832	equal
dmr_10069_CG	0.916333333333333	0.813	0.00061322985079478	1.12710127101271	equal
dmr_1006_CG	0.808333333333333	0.872	0.727793968935352	1.07876288659794	equal
dmr_1006_CHG	0.489666666666667	0.366	8.73626272110237e-12	1.33788706739526	equal
dmr_1006_CHH	0.326	0.2	0.111780949442933	1.63	equal
dmr_10070_CG	0.885333333333333	0.968	0.520617604234059	1.0933734939759	equal
dmr_10071_CG	0.789666666666667	0.8615	0.120361176621587	1.09096665259603	equal
dmr_10072_CG	0.449333333333333	0.6085	0.00722375852338116	1.35422848664688	equal
dmr_10073_CG	0.903666666666667	0.793	0	1.1395544346364	equal
dmr_10074_CG	0.688	0.799	0.852330877237399	1.16133720930233	equal
dmr_10075_CG	0.0876666666666667	0.5015	1.42678238371205e-07	5.72053231939164	dm
dmr_10076_CG	0.876333333333333	0.9075	0.420344105303601	1.03556485355649	equal
dmr_10077_CG	0.876333333333333	0.9075	0.420344105303601	1.03556485355649	equal
dmr_10078_CG	0.630333333333333	0.5775	0.00533811581396854	1.09148629148629	equal
dmr_10079_CG	0.932	0.9285	0.0390053169021746	1.00376952073236	equal
dmr_1007_CG	0.572666666666667	0.5385	0.748564490225731	1.06344784896317	equal
dmr_1007_CHG	0.456	0.5645	0.00320611373750584	1.23793859649123	equal
dmr_1007_CHH	0.0376666666666667	0.171	2.74893055588252e-09	4.53982300884956	equal
dmr_10080_CG	0.839666666666667	0.818	0.0913855850435281	1.02648736756316	equal
dmr_10081_CG	0.839666666666667	0.818	0.0913855850435281	1.02648736756316	equal
dmr_10082_CG	0.885	0.937	0.313816056767927	1.05875706214689	equal
dmr_10083_CG	0.542333333333333	0.2955	0.174928826465046	1.83530738860688	equal
dmr_10084_CG	0.542333333333333	0.2955	0.174928826465046	1.83530738860688	equal
dmr_10085_CG	0.853333333333333	0.793	8.36236950412209e-15	1.0760823875578	equal
dmr_10086_CG	0.579333333333333	0.796	0.517672301641324	1.37399309551208	equal
dmr_10087_CG	0.313	0.624	6.18024605694253e-66	1.99361022364217	equal
dmr_10088_CG	0.842	0.823	0.00220198528870263	1.02308626974484	equal
dmr_10089_CG	0.888	0.7995	1.30533340060968e-38	1.11069418386492	equal
dmr_1008_CG	0.949	0.9345	0.00178571207999888	1.01551631888711	equal
dmr_1008_CHG	0.552	0.5075	2.4201624580803e-24	1.08768472906404	equal
dmr_1008_CHH	0.232	0.1735	0.727438457348485	1.3371757925072	equal
dmr_10090_CG	0.852	0.789	0.148197745547801	1.07984790874525	equal
dmr_10091_CG	0.79	0.7355	1.41399329961117e-06	1.07409925220938	equal
dmr_10092_CG	0.917	0.9675	0.000723928358518438	1.05507088331516	equal
dmr_10093_CG	0.946	0.9065	0.000621129743558355	1.04357418643133	equal
dmr_10094_CG	0.946	0.9065	0.000621129743558355	1.04357418643133	equal
dmr_10095_CG	0.927	0.894	0.096890380892286	1.03691275167785	equal
dmr_10096_CG	0.898	0.795	0.0118687022476523	1.12955974842767	equal
dmr_10097_CG	0.898	0.795	0.0118687022476523	1.12955974842767	equal
dmr_10098_CG	0.608	0.6555	0.942808243605884	1.078125	equal
dmr_10099_CG	0.607	0.41	0.0362434218133142	1.48048780487805	equal
dmr_1009_CG	0.949	0.9345	0.00178571207999888	1.01551631888711	equal
dmr_1009_CHG	0.231666666666667	0.2335	0.307698567903106	1.00791366906475	equal
dmr_1009_CHH	0.232	0.1735	0.727438457348485	1.3371757925072	equal
dmr_100_CG	0.558	0.7835	0.0902483222616138	1.40412186379928	equal
dmr_100_CHG	0.34	0.25	0.937047571396974	1.36	equal
dmr_100_CHH	0.267666666666667	0.198	0.876039647988704	1.35185185185185	equal
dmr_10100_CG	0.382666666666667	0.1095	0.025958250067509	3.49467275494673	equal
dmr_10101_CG	0.877	0.802	3.59433735853356e-07	1.09351620947631	equal
dmr_10102_CG	0.569333333333333	0.6615	0.732923625931256	1.16188524590164	equal
dmr_10103_CG	0.93	0.8625	7.05867765224347e-10	1.07826086956522	equal
dmr_10104_CG	0.813666666666667	0.873	0.688454605193564	1.07292093404342	equal
dmr_10105_CG	0.442666666666667	0.6565	0.292178774130518	1.48305722891566	equal
dmr_10106_CG	0.961666666666667	0.8685	1.5166026578275e-31	1.10727307618499	equal
dmr_10107_CG	0.9	0.8325	0.0279082447286977	1.08108108108108	equal
dmr_10108_CG	0.9	0.8325	0.0279082447286977	1.08108108108108	equal
dmr_10109_CG	0.860666666666667	0.8145	0.00417106298385994	1.05668099038265	equal
dmr_1010_CG	0.850333333333333	0.862	2.63450284990825e-05	1.01372010976088	equal
dmr_1010_CHG	0.323666666666667	0.321	5.29428442564831e-10	1.00830737279335	equal
dmr_1010_CHH	0.183666666666667	0.206	0.0100633951876731	1.12159709618875	equal
dmr_10110_CG	0.860666666666667	0.8145	0.00417106298385994	1.05668099038265	equal
dmr_10111_CG	0.860666666666667	0.8145	0.00417106298385994	1.05668099038265	equal
dmr_10112_CG	0.874333333333333	0.797	1.18593570532302e-05	1.09703053115851	equal
dmr_10113_CG	0.227333333333333	0.5735	0.00143275517664614	2.52272727272727	equal
dmr_10114_CG	0.0846666666666667	0.3285	7.78316747541787e-22	3.87992125984252	dm
dmr_10115_CG	0.436333333333333	0.5095	0.09665651670742	1.16768525592055	equal
dmr_10116_CG	0.882	0.8895	0.130703248324396	1.00850340136054	equal
dmr_10117_CG	0	0	0.292178774130518	NA	equal
dmr_10118_CG	0	0	0.292178774130518	NA	equal
dmr_10119_CG	0.951666666666667	0.92	0.000328342352671068	1.03442028985507	equal
dmr_1011_CG	0.850333333333333	0.862	2.63450284990825e-05	1.01372010976088	equal
dmr_1011_CHG	0.298666666666667	0.3325	0.542755254111175	1.11328125	equal
dmr_1011_CHH	0	0	0.292178774130518	NA	equal
dmr_10120_CG	0.879333333333333	0.581	2.70483134645266e-22	1.51348250143431	equal
dmr_10121_CG	0.879333333333333	0.581	2.70483134645266e-22	1.51348250143431	equal
dmr_10122_CG	0.916333333333333	0.742	1.53828156724043e-07	1.23495058400719	equal
dmr_10123_CG	0.916333333333333	0.742	1.53828156724043e-07	1.23495058400719	equal
dmr_10124_CG	0.535666666666667	0.793	2.8422263048022e-24	1.4803982576229	equal
dmr_10125_CG	0.727	0.59	0.0933211549841699	1.23220338983051	equal
dmr_10126_CG	0.727	0.59	0.0933211549841699	1.23220338983051	equal
dmr_10127_CG	0.826666666666667	0.8155	0.075934412066556	1.01369303086041	equal
dmr_10128_CG	0.451333333333333	0.88	6.73287740937543e-44	1.94977843426883	equal
dmr_10129_CG	0.414666666666667	0.555	0.075347814681975	1.33842443729904	equal
dmr_1012_CG	0.850333333333333	0.862	2.63450284990825e-05	1.01372010976088	equal
dmr_1012_CHG	0.438	0.4015	0.0865799104833232	1.09090909090909	equal
dmr_1012_CHH	0.265	0.0385	0.658049037232489	6.88311688311688	equal
dmr_10130_CG	0.338666666666667	0.689	6.2094011537892e-07	2.03444881889764	equal
dmr_10131_CG	0.900666666666667	0.8975	0.0103093355432512	1.00352831940576	equal
dmr_10132_CG	0.928333333333333	0.758	2.84970517275605e-27	1.22471416007036	equal
dmr_10133_CG	0.873333333333333	0.781	2.08039010586699e-126	1.11822449850619	equal
dmr_10134_CG	0.772	0.777	9.03853359170041e-111	1.00647668393782	equal
dmr_10135_CG	0.772	0.777	9.03853359170041e-111	1.00647668393782	equal
dmr_10136_CG	0.684	0.561	0.0550800142505562	1.2192513368984	equal
dmr_10137_CG	0.886333333333333	0.879	0.219821538958117	1.00834281380356	equal
dmr_10138_CG	0.542666666666667	0	2.55274014158703e-86	Inf	dm
dmr_10139_CG	0.691666666666667	0.6235	3.99685684192841e-05	1.10932905640203	equal
dmr_1013_CG	0.599666666666667	0.865	0.00115683512368709	1.44246803779878	equal
dmr_1013_CHG	0.409333333333333	0.374	0.839837672756898	1.09447415329768	equal
dmr_1013_CHH	0.107	0.137	0.00784723763097108	1.2803738317757	equal
dmr_10140_CG	0.126333333333333	0.6805	8.58925263750895e-58	5.38654353562005	dm
dmr_10141_CG	0.903	0.7225	1.65762496268539e-37	1.24982698961938	equal
dmr_10142_CG	0.458	0.73	0.00191626857327235	1.5938864628821	equal
dmr_10143_CG	0.458	0.73	0.00191626857327235	1.5938864628821	equal
dmr_10144_CG	0.56	0.495	0.060512711289745	1.13131313131313	equal
dmr_10145_CG	0.964	0.8895	5.41277636011581e-60	1.08375491849354	equal
dmr_10146_CG	0	0.104	0.0718441063839121	Inf	equal
dmr_10147_CG	0.941	0.798	1.53073206955154e-05	1.17919799498747	equal
dmr_10148_CG	0.115333333333333	0.7115	8.44641233087437e-11	6.16907514450867	dm
dmr_10149_CG	0.115333333333333	0.7115	8.44641233087437e-11	6.16907514450867	dm
dmr_1014_CG	0.491	0.6755	0.0690779310868495	1.37576374745418	equal
dmr_1014_CHG	0.571	0.4545	0.0014022374269491	1.25632563256326	equal
dmr_1014_CHH	0.00166666666666667	0.0045	0	2.7	equal
dmr_10150_CG	0.823666666666667	0.888	0.0655799148772434	1.07810602994739	equal
dmr_10151_CG	0.664333333333333	0.7295	0.899948837613364	1.09809332664325	equal
dmr_10152_CG	0.491333333333333	0.536	0.666693136176385	1.09090909090909	equal
dmr_10153_CG	0.795666666666667	0.8005	0.525871801521507	1.0060745705907	equal
dmr_10154_CG	0.868333333333333	0.8025	3.29078456413719e-21	1.08203530633437	equal
dmr_10155_CG	0.925666666666667	0.7995	1.16952325191044e-06	1.15780696268501	equal
dmr_10156_CG	0.699333333333333	0.776	0.899729816151813	1.10962821734986	equal
dmr_10157_CG	0.962666666666667	0.817	8.01855941415424e-09	1.17829457364341	equal
dmr_10158_CG	0.946	0.8885	1.89232963999632e-12	1.06471581316826	equal
dmr_10159_CG	0.883333333333333	0.871	0.106444233721707	1.01415996938385	equal
dmr_1015_CG	0.922666666666667	0.6575	2.923479632366e-09	1.40329531051965	equal
dmr_1015_CHG	0.625333333333333	0.442	0.00733566957156293	1.41478129713424	equal
dmr_1015_CHH	0.111	0.0385	0.643262171221575	2.88311688311688	equal
dmr_10160_CG	0.897333333333333	0.857	0.00653915185671632	1.04706339945546	equal
dmr_10161_CG	0.897333333333333	0.857	0.00653915185671632	1.04706339945546	equal
dmr_10162_CG	0.859	0.95	0.747300602444345	1.10593713620489	equal
dmr_10163_CG	0.683333333333333	0.847	0.359163664539328	1.23951219512195	equal
dmr_10164_CG	0.659333333333333	0.8555	0.362234679734301	1.29752275025278	equal
dmr_10165_CG	0.547	0.4855	0.546681455991742	1.12667353244078	equal
dmr_10166_CG	0.008	0.006	1.1065889070861e-41	1.33333333333333	equal
dmr_10167_CG	0.116666666666667	0.2645	3.74679816043951e-15	2.26714285714286	equal
dmr_10168_CG	0.116666666666667	0.2645	3.74679816043951e-15	2.26714285714286	equal
dmr_10169_CG	0.276	0.543	7.89062553403841e-11	1.96739130434783	equal
dmr_1016_CG	0.955666666666667	0.903	3.76008915757561e-06	1.05832410483573	equal
dmr_1016_CHG	0.511666666666667	0.4265	1.50577132726515e-18	1.19968737788199	equal
dmr_1016_CHH	0.018	0.014	6.25696414884856e-169	1.28571428571429	equal
dmr_10170_CG	0.672666666666667	0.2665	0.0167376910095402	2.52407754846779	equal
dmr_10171_CG	0.952	0.924	9.98561885871673e-13	1.03030303030303	equal
dmr_10172_CG	0.88	0.887	0.438944025684664	1.00795454545455	equal
dmr_10173_CG	0.801666666666667	0.816	2.27423435009167e-10	1.01787941787942	equal
dmr_10174_CG	0.767333333333333	0.8615	0.935749956533241	1.12271937445699	equal
dmr_10175_CG	0.720666666666667	0.788	0.917910642737698	1.09343200740056	equal
dmr_10176_CG	0.720666666666667	0.788	0.917910642737698	1.09343200740056	equal
dmr_10177_CG	0.477	0.5495	0.246761174972047	1.15199161425577	equal
dmr_10178_CG	0.706666666666667	0.8325	0.851142763515924	1.17806603773585	equal
dmr_10179_CG	0.904333333333333	0.8465	0.0011785043386233	1.06832053553849	equal
dmr_1017_CG	0.918	0.724	7.52158955999588e-38	1.26795580110497	equal
dmr_1017_CHG	0.5	0.313	0.00911965475227723	1.59744408945687	equal
dmr_1017_CHH	0.324333333333333	0.1075	0.463325801759092	3.01705426356589	equal
dmr_10180_CG	0.277	0.378	1.15085500657552e-16	1.36462093862816	equal
dmr_10181_CG	0	0	0.292178774130518	NA	equal
dmr_10182_CG	0.717333333333333	0.7125	0.652908309128661	1.00678362573099	equal
dmr_10183_CG	0.522333333333333	0.5805	0.673275649400456	1.11135928525846	equal
dmr_10184_CG	0.0396666666666667	0.582	1.09809529141632e-82	14.672268907563	dm
dmr_10185_CG	0.789	0.6555	6.90165797443725e-05	1.20366132723112	equal
dmr_10186_CG	0.816	0.83	0.516180054086626	1.0171568627451	equal
dmr_10187_CG	0.890333333333333	0.855	0.0154048382206258	1.04132553606238	equal
dmr_10188_CG	0.611	0.872	0.249743100580036	1.42716857610475	equal
dmr_10189_CG	0.074	0.496	1.13085260958304e-70	6.7027027027027	dm
dmr_1018_CG	0.903666666666667	0.927	0.00631129263938388	1.0258207303578	equal
dmr_1018_CHG	0.714333333333333	0.492	4.59073369093202e-07	1.45189701897019	equal
dmr_1018_CHH	0	0	0.292178774130518	NA	equal
dmr_10190_CG	0.483	0.8145	0.0414627124210711	1.68633540372671	equal
dmr_10191_CG	0	0.814	8.7649114933964e-12	Inf	dm
dmr_10192_CG	0.711666666666667	0.81	0.805301418581279	1.13817330210773	equal
dmr_10193_CG	0	0	0.292178774130518	NA	equal
dmr_10194_CG	0	0	0.292178774130518	NA	equal
dmr_10195_CG	0.250666666666667	0.5085	4.04729937923297e-10	2.02859042553192	equal
dmr_10196_CG	0	0.552	4.60579736904022e-07	Inf	dm
dmr_10197_CG	0.377666666666667	0.667	0.0116044083520087	1.76610767872904	equal
dmr_10198_CG	0.377666666666667	0.667	0.0116044083520087	1.76610767872904	equal
dmr_10199_CG	0.202333333333333	0.4645	0.00144310111124374	2.29571663920923	equal
dmr_1019_CG	0.712333333333333	0.6965	0.101247969609175	1.02273271117492	equal
dmr_1019_CHG	0.371666666666667	0.246	0.347212766519217	1.51084010840108	equal
dmr_1019_CHH	0.533	0.3085	0.000529239471759425	1.72771474878444	equal
dmr_101_CG	0.558	0.7835	0.0902483222616138	1.40412186379928	equal
dmr_101_CHG	0.415	0.3885	0.986215663407826	1.06821106821107	equal
dmr_101_CHH	0.267666666666667	0.198	0.876039647988704	1.35185185185185	equal
dmr_10200_CG	0.202333333333333	0.4645	0.00144310111124374	2.29571663920923	equal
dmr_10201_CG	0.0813333333333333	0.489	0	6.01229508196721	dm
dmr_10202_CG	0.0813333333333333	0.489	0	6.01229508196721	dm
dmr_10203_CG	0.852666666666667	0.8085	4.40720247549373e-19	1.05462791177077	equal
dmr_10204_CG	0.852666666666667	0.8085	4.40720247549373e-19	1.05462791177077	equal
dmr_10205_CG	0.852666666666667	0.8085	4.40720247549373e-19	1.05462791177077	equal
dmr_10206_CG	0.121	0.831	3.13411542011442e-228	6.86776859504132	dm
dmr_10207_CG	0.447333333333333	0.674	0.00543999353895583	1.50670640834575	equal
dmr_10208_CG	0.856333333333333	0.824	8.55322484663272e-08	1.03923948220065	equal
dmr_10209_CG	0.856333333333333	0.824	8.55322484663272e-08	1.03923948220065	equal
dmr_1020_CG	0.788333333333333	0.7715	0.390820084232821	1.02181896737956	equal
dmr_1020_CHG	0.538666666666667	0.4415	0.000231057479809077	1.22008305020763	equal
dmr_1020_CHH	0.110666666666667	0.0315	0.292178774130518	3.51322751322751	equal
dmr_10210_CG	0.639	0.69	0.937978567484623	1.07981220657277	equal
dmr_10211_CG	0.122333333333333	0.5395	4.84661831375074e-217	4.41008174386921	dm
dmr_10212_CG	0.122333333333333	0.5395	4.84661831375074e-217	4.41008174386921	dm
dmr_10213_CG	0.577333333333333	0.4005	0.0253752888276814	1.44153141905951	equal
dmr_10214_CG	0.764333333333333	0.669	0.148021066740963	1.14250124564026	equal
dmr_10215_CG	0.125666666666667	0.3525	0.000427475612939777	2.80503978779841	equal
dmr_10216_CG	0.564666666666667	0.829	0.000872531282531267	1.4681227863046	equal
dmr_10217_CG	0.914666666666667	0.8805	3.55822002509874e-19	1.03880371001325	equal
dmr_10218_CG	0.914666666666667	0.8805	3.55822002509874e-19	1.03880371001325	equal
dmr_10219_CG	0.914666666666667	0.8805	3.55822002509874e-19	1.03880371001325	equal
dmr_1021_CG	0.696666666666667	0.858	0.202494115389371	1.23157894736842	equal
dmr_1021_CHG	0.672666666666667	0.5155	9.27879279224436e-05	1.30488199159392	equal
dmr_1021_CHH	0.186666666666667	0.149	2.38983884452712e-08	1.25279642058166	equal
dmr_10220_CG	0	0.204	0.0112107532375322	Inf	equal
dmr_10221_CG	0.868	0.8375	1.00732766320685e-155	1.03641791044776	equal
dmr_10222_CG	0	0.038	0.177417105679943	Inf	equal
dmr_10223_CG	0.627	0.7365	0.00430126447717939	1.17464114832536	equal
dmr_10224_CG	0.313666666666667	0.684	2.17720868140647e-06	2.18065887353879	equal
dmr_10225_CG	0.345333333333333	0.4565	0.0439093913339717	1.3219111969112	equal
dmr_10226_CG	0.353333333333333	0.302	0.953982196119582	1.16997792494481	equal
dmr_10227_CG	0.616	0.772	1.44202758309358e-08	1.25324675324675	equal
dmr_10228_CG	0.859333333333333	0.7985	3.5288507528452e-133	1.07618451262784	equal
dmr_10229_CG	0.904333333333333	0.8035	0.00255632350038872	1.12549263638249	equal
dmr_1022_CG	0.467	0.223	0.0323998884088834	2.09417040358744	equal
dmr_1022_CHG	0.0466666666666667	0.025	0.000277127204419264	1.86666666666667	equal
dmr_1022_CHH	0.240666666666667	0.157	0.947297091657404	1.53290870488323	equal
dmr_10230_CG	0.789666666666667	0.8235	0.548612569527435	1.04284508231321	equal
dmr_10231_CG	0.884	0.835	0.0702510981112475	1.05868263473054	equal
dmr_10232_CG	0.941	0.7395	1.48086727862465e-201	1.27248140635565	equal
dmr_10233_CG	0.882666666666667	0.8695	0.00015642368738291	1.01514280237684	equal
dmr_10234_CG	0.882666666666667	0.8695	0.00015642368738291	1.01514280237684	equal
dmr_10235_CG	0.837	0.79	0.167001214234906	1.05949367088608	equal
dmr_10236_CG	0.678333333333333	0.729	0.879082057325056	1.07469287469287	equal
dmr_10237_CG	0.678333333333333	0.729	0.879082057325056	1.07469287469287	equal
dmr_10238_CG	0.118	0.5745	4.00371456425239e-61	4.86864406779661	dm
dmr_10239_CG	0.907333333333333	0.9645	0.148489011342617	1.063005143277	equal
dmr_1023_CG	0.589	0.6615	0.711521357393087	1.12308998302207	equal
dmr_1023_CHG	0.297666666666667	0.2565	0.609832600559064	1.16049382716049	equal
dmr_1023_CHH	0.000333333333333333	0	0	Inf	equal
dmr_10240_CG	0.907333333333333	0.9645	0.148489011342617	1.063005143277	equal
dmr_10241_CG	0.420333333333333	0.2585	2.81879351255839e-05	1.62604771115409	equal
dmr_10242_CG	0.853	0.7295	0.000452125073279664	1.16929403701165	equal
dmr_10243_CG	0.853	0.7295	0.000452125073279664	1.16929403701165	equal
dmr_10244_CG	0.387333333333333	0.47	0.526981482087682	1.21342512908778	equal
dmr_10245_CG	0.785333333333333	0.7	0.00840408096032468	1.12190476190476	equal
dmr_10246_CG	0.876	0.813	1.45482920153345e-05	1.07749077490775	equal
dmr_10247_CG	0.709	0.8215	0.404246273247398	1.15867418899859	equal
dmr_10248_CG	0.546	0.564	0.98211255106478	1.03296703296703	equal
dmr_10249_CG	0.819333333333333	0.841	0.0151800157978398	1.02644426362897	equal
dmr_1024_CG	0.865333333333333	0.8155	0.000157473150684213	1.06110770488453	equal
dmr_1024_CHG	0.443666666666667	0.3365	9.53761755119502e-07	1.31847449232293	equal
dmr_1024_CHH	0.0706666666666667	0.073	0.0337184603396901	1.03301886792453	equal
dmr_10250_CG	0.789	0.7275	0.123703759917472	1.08453608247423	equal
dmr_10251_CG	0.911666666666667	0.9305	9.21344969156398e-07	1.02065813528336	equal
dmr_10252_CG	0.898	0.7635	0.0055670855215362	1.17616240995416	equal
dmr_10253_CG	0.947	0.9465	0.000323941508298759	1.00052826201796	equal
dmr_10254_CG	0	0.1795	0.0168061892750629	Inf	equal
dmr_10255_CG	0.706333333333333	0.7515	0.824184624318233	1.06394525719679	equal
dmr_10256_CG	0.088	0.397	9.15120763534891e-08	4.51136363636364	dm
dmr_10257_CG	0.088	0.397	9.15120763534891e-08	4.51136363636364	dm
dmr_10258_CG	0.784666666666667	0.8715	0.874204887668444	1.1106627017842	equal
dmr_10259_CG	0.736666666666667	0.8375	0.80972867544069	1.1368778280543	equal
dmr_1025_CG	0.906	0.861	1.31877814686325e-07	1.05226480836237	equal
