pheno_name	pool	p	q	n	entropy	p_val
Genus_Nitrosomonas	1	30	0	31	0	1
Genus_Nitrosomonas	2	16	0	16	0	1
Genus_Nitrosospira	1	17	0	31	0	1
Genus_Nitrosospira	2	0	4	16	0	1
Genus_Niveispirillum	1	4	3	31	0.707241505501441	0
Genus_Niveispirillum	2	0	3	16	0	1
Genus_Nocardia	1	3	5	31	0.750614274403056	0.0105847457627119
Genus_Nocardia	2	0	4	16	0	1
Genus_Nocardioides	1	0	26	31	0	1
Genus_Nocardioides	2	0	7	16	0	1
Genus_Nonomuraea	1	0	7	31	0	1
Genus_Nonomuraea	2	0	2	16	0	1
Genus_Nordella	1	0	6	31	0	1
Genus_Nordella	2	0	2	16	0	1
Genus_Novibacillus	1	0	6	31	0	1
Genus_Novibacillus	2	0	14	16	0	1
Genus_Noviherbaspirillum	1	2	1	31	0.414922223585827	0
Genus_Noviherbaspirillum	2	0	11	16	0	1
Genus_Novosphingobium	1	15	0	31	0	1
Genus_Novosphingobium	2	2	0	16	0	1
Genus_OLB13	1	2	3	31	0.581164324186158	0
Genus_OLB13	2	1	0	16	0	1
Genus_OLB8	1	1	2	31	0.414922223585827	0
Genus_OLB8	2	0	3	16	0	1
Genus_OM27_clade	1	16	0	31	0	1
Genus_OM27_clade	2	4	0	16	0	1
Genus_Oceanobacillus	1	3	0	31	0	1
Genus_Oceanobacillus	2	0	3	16	0	1
Genus_Ochrobactrum	1	3	1	31	0.485867669012388	0
Genus_Ochrobactrum	2	6	0	16	0	1
Genus_Ohtaekwangia	1	2	3	31	0.581164324186158	0
Genus_Ohtaekwangia	2	0	3	16	0	1
Genus_Oikopleura	1	0	24	31	0	1
Genus_Oikopleura	2	0	1	16	0	1
Genus_Oligoflexus	1	0	13	31	0	1
Genus_Oligoflexus	2	0	11	16	0	1
Genus_Oligotropha	1	0	6	31	0	1
Genus_Oligotropha	2	0	4	16	0	1
Genus_Opitutus	1	0	10	31	0	1
Genus_Opitutus	2	0	1	16	0	1
Genus_Ornithinicoccus	1	1	3	31	0.485867669012388	0
Genus_Ornithinicoccus	2	0	2	16	0	1
Genus_Oscillibacter	1	1	2	31	0.414922223585827	0
Genus_Oscillibacter	2	0	4	16	0	1
Genus_Ottowia	1	6	0	31	0	1
Genus_Ottowia	2	0	4	16	0	1
Genus_Oxobacter	1	0	4	31	0	1
Genus_Oxobacter	2	0	2	16	0	1
Genus_P3OB-42	1	14	0	31	0	1
Genus_P3OB-42	2	9	0	16	0	1
Genus_Paenibacillus	1	0	22	31	0	1
Genus_Paenibacillus	2	0	0	16	0	1
Genus_Paenisporosarcina	1	0	21	31	0	1
Genus_Paenisporosarcina	2	0	4	16	0	1
Genus_Pajaroellobacter	1	3	1	31	0.485867669012388	0
Genus_Pajaroellobacter	2	3	1	16	0.702819531114783	0.0315347159603246
Genus_Paludisphaera	1	12	1	31	0.689838775044371	0
Genus_Paludisphaera	2	0	4	16	0	1
Genus_Panacagrimonas	1	10	2	31	0.781647573411899	0
Genus_Panacagrimonas	2	0	4	16	0	1
Genus_Paracoccus	1	5	4	31	0.805746010291776	0
Genus_Paracoccus	2	0	4	16	0	1
Genus_Parafilimonas	1	0	14	31	0	1
Genus_Parafilimonas	2	0	6	16	0	1
Genus_Parapedobacter	1	0	13	31	0	1
Genus_Parapedobacter	2	0	11	16	0	1
Genus_Parvibaculum	1	29	0	31	0	1
Genus_Parvibaculum	2	10	0	16	0	1
Genus_Paucimonas	1	1	4	31	0.540999404901109	0
Genus_Paucimonas	2	0	4	16	0	1
Genus_Pedobacter	1	14	2	31	0.773037808302695	0
Genus_Pedobacter	2	2	1	16	0.625	0.0154197530864198
Genus_Pedomicrobium	1	0	3	31	0	1
Genus_Pedomicrobium	2	4	0	16	0	1
Genus_Pelagibius	1	6	3	31	0.784616267322306	0.0055449500554939
Genus_Pelagibius	2	0	2	16	0	1
Genus_Pelagicoccus	1	2	5	31	0.679668828976494	0
Genus_Pelagicoccus	2	0	7	16	0	1
Genus_Pelotomaculum	1	14	0	31	0	1
Genus_Pelotomaculum	2	0	3	16	0	1
Genus_Peredibacter	1	0	15	31	0	1
Genus_Peredibacter	2	0	7	16	0	1
Genus_Persicitalea	1	3	2	31	0.581164324186158	0
Genus_Persicitalea	2	2	2	16	0.75	0.0542589807852966
Genus_Phaselicystis	1	1	3	31	0.485867669012388	0
Genus_Phaselicystis	2	2	0	16	0	1
Genus_Phenylobacterium	1	3	7	31	0.810825520880711	0.0105847457627119
Genus_Phenylobacterium	2	2	0	16	0	1
Genus_Pir4_lineage	1	0	4	31	0	1
Genus_Pir4_lineage	2	0	2	16	0	1
Genus_Pirellula	1	0	16	31	0	1
Genus_Pirellula	2	0	11	16	0	1
Genus_Piscinibacter	1	0	22	31	0	1
Genus_Piscinibacter	2	0	3	16	0	1
Genus_Planctomicrobium	1	5	2	31	0.679668828976494	0
Genus_Planctomicrobium	2	1	1	16	0.5	0.0315347159603246
Genus_Planctopirus	1	25	0	31	0	1
Genus_Planctopirus	2	9	0	16	0	1
Genus_Planifilum	1	0	25	31	0	1
Genus_Planifilum	2	0	13	16	0	1
Genus_Planktosalinus	1	31	0	31	0	1
Genus_Planktosalinus	2	16	0	16	0	1
Genus_Plot4-2H12	1	1	4	31	0.540999404901109	0
Genus_Plot4-2H12	2	0	4	16	0	1
Genus_Polyangium	1	0	5	31	0	1
Genus_Polyangium	2	0	14	16	0	1
Genus_Prosthecobacter	1	0	14	31	0	1
Genus_Prosthecobacter	2	0	3	16	0	1
Genus_Proteiniborus	1	4	0	31	0	1
Genus_Proteiniborus	2	2	1	16	0.625	0.0154197530864198
Genus_Proteiniphilum	1	4	1	31	0.540999404901109	0
Genus_Proteiniphilum	2	0	4	16	0	1
Genus_Pseudaminobacter	1	0	1	31	0	1
Genus_Pseudaminobacter	2	1	4	16	0.75	0.0429578675838349
Genus_Pseudoclostridium	1	6	0	31	0	1
Genus_Pseudoclostridium	2	0	2	16	0	1
Genus_Pseudoflavitalea	1	5	0	31	0	1
Genus_Pseudoflavitalea	2	2	0	16	0	1
Genus_Pseudogracilibacillus	1	22	1	31	0.510936113834761	0
Genus_Pseudogracilibacillus	2	0	4	16	0	1
Genus_Pseudolabrys	1	0	12	31	0	1
Genus_Pseudolabrys	2	1	0	16	0	1
Genus_Pseudomonas	1	18	0	31	0	1
Genus_Pseudomonas	2	11	0	16	0	1
Genus_Pseudonocardia	1	3	1	31	0.485867669012388	0
Genus_Pseudonocardia	2	0	4	16	0	1
Genus_Pseudorhodoplanes	1	0	24	31	0	1
Genus_Pseudorhodoplanes	2	6	0	16	0	1
Genus_Pseudoxanthobacter	1	3	8	31	0.830363610067489	0
Genus_Pseudoxanthobacter	2	0	4	16	0	1
Genus_Pseudoxanthomonas	1	14	0	31	0	1
Genus_Pseudoxanthomonas	2	8	0	16	0	1
Genus_Puia	1	1	2	31	0.414922223585827	0
Genus_Puia	2	1	0	16	0	1
Genus_Pusillimonas	1	1	1	31	0.319625568412056	0
Genus_Pusillimonas	2	0	3	16	0	1
Genus_Pyrinomonas	1	0	0	31	0	1
Genus_Pyrinomonas	2	2	1	16	0.625	0.0154197530864198
Genus_RS25G	1	10	1	31	0.686350918238129	0
Genus_RS25G	2	2	2	16	0.75	0.0691628664495114
Genus_Ramlibacter	1	0	14	31	0	1
Genus_Ramlibacter	2	0	4	16	0	1
Genus_Reyranella	1	0	10	31	0	1
Genus_Reyranella	2	0	2	16	0	1
Genus_Rheinheimera	1	3	5	31	0.750614274403056	0.0055449500554939
Genus_Rheinheimera	2	0	4	16	0	1
Genus_Rhizobium	1	5	2	31	0.679668828976494	0
Genus_Rhizobium	2	1	1	16	0.5	0.0196692913385827
Genus_Rhodanobacter	1	0	14	31	0	1
Genus_Rhodanobacter	2	0	4	16	0	1
Genus_Rhodococcus	1	7	0	31	0	1
Genus_Rhodococcus	2	2	0	16	0	1
Genus_Rhodomicrobium	1	1	0	31	0	1
Genus_Rhodomicrobium	2	0	3	16	0	1
Genus_Rhodopila	1	17	0	31	0	1
Genus_Rhodopila	2	7	0	16	0	1
Genus_Rhodopirellula	1	0	5	31	0	1
Genus_Rhodopirellula	2	3	0	16	0	1
Genus_Rhodoplanes	1	11	0	31	0	1
Genus_Rhodoplanes	2	0	1	16	0	1
Genus_Rhodopseudomonas	1	3	0	31	0	1
Genus_Rhodopseudomonas	2	5	0	16	0	1
Genus_Rhodothermus	1	0	13	31	0	1
Genus_Rhodothermus	2	0	11	16	0	1
Genus_Risungbinella	1	1	4	31	0.540999404901109	0
Genus_Risungbinella	2	0	0	16	0	1
Genus_Roseimaritima	1	14	0	31	0	1
Genus_Roseimaritima	2	3	0	16	0	1
Genus_Roseimicrobium	1	0	25	31	0	1
Genus_Roseimicrobium	2	0	5	16	0	1
Genus_Roseomonas	1	22	0	31	0	1
Genus_Roseomonas	2	3	0	16	0	1
Genus_Ruminiclostridium	1	15	0	31	0	1
Genus_Ruminiclostridium	2	8	1	16	0.75	0.0429578675838349
Genus_Ruminococcus	1	0	9	31	0	1
Genus_Ruminococcus	2	0	9	16	0	1
Genus_Ruminofilibacter	1	31	0	31	0	1
Genus_Ruminofilibacter	2	16	0	16	0	1
Genus_Rummeliibacillus	1	2	1	31	0.414922223585827	0
Genus_Rummeliibacillus	2	0	4	16	0	1
Genus_SH-PL14	1	7	0	31	0	1
Genus_SH-PL14	2	7	0	16	0	1
Genus_SM1A02	1	21	0	31	0	1
Genus_SM1A02	2	4	0	16	0	1
Genus_SWB02	1	8	1	31	0.664121509467157	0
Genus_SWB02	2	6	0	16	0	1
Genus_Saccharomonospora	1	0	5	31	0	1
Genus_Saccharomonospora	2	0	4	16	0	1
Genus_Saccharopolyspora	1	0	0	31	0	1
Genus_Saccharopolyspora	2	0	4	16	0	1
Genus_Salinispira	1	27	0	31	0	1
Genus_Salinispira	2	10	0	16	0	1
Genus_Salinispora	1	3	1	31	0.485867669012388	0
Genus_Salinispora	2	0	0	16	0	1
Genus_Salipaludibacillus	1	0	9	31	0	1
Genus_Salipaludibacillus	2	5	0	16	0	1
Genus_Sandaracinus	1	0	14	31	0	1
Genus_Sandaracinus	2	4	5	16	1.0243974703477	1
Genus_Schlesneria	1	5	1	31	0.584372173802724	0
Genus_Schlesneria	2	0	4	16	0	1
Genus_Sedimentibacter	1	3	0	31	0	1
Genus_Sedimentibacter	2	3	0	16	0	1
Genus_Seinonella	1	1	2	31	0.414922223585827	0
Genus_Seinonella	2	0	2	16	0	1
Genus_Shinella	1	10	0	31	0	1
Genus_Shinella	2	6	0	16	0	1
Genus_Silvanigrella	1	4	5	31	0.805746010291776	0.0196692913385827
Genus_Silvanigrella	2	0	2	16	0	1
Genus_Singulisphaera	1	0	6	31	0	1
Genus_Singulisphaera	2	0	2	16	0	1
Genus_Sinibacillus	1	0	7	31	0	1
Genus_Sinibacillus	2	2	2	16	0.75	0.0468109028960818
Genus_Sneathiella	1	24	0	31	0	1
Genus_Sneathiella	2	9	0	16	0	1
Genus_Solibacillus	1	0	12	31	0	1
Genus_Solibacillus	2	0	3	16	0	1
Genus_Solirubrobacter	1	0	25	31	0	1
Genus_Solirubrobacter	2	0	8	16	0	1
Genus_Solitalea	1	14	0	31	0	1
Genus_Solitalea	2	4	1	16	0.75	0.0727572815533981
Genus_Sphaerisporangium	1	0	11	31	0	1
Genus_Sphaerisporangium	2	3	0	16	0	1
Genus_Sphaerobacter	1	26	0	31	0	1
Genus_Sphaerobacter	2	3	0	16	0	1
Genus_Sphingobacterium	1	0	4	31	0	1
Genus_Sphingobacterium	2	0	4	16	0	1
Genus_Sphingobium	1	2	0	31	0	1
Genus_Sphingobium	2	3	0	16	0	1
Genus_Sphingomonas	1	0	17	31	0	1
Genus_Sphingomonas	2	0	5	16	0	1
Genus_Sphingopyxis	1	0	5	31	0	1
Genus_Sphingopyxis	2	1	0	16	0	1
Genus_Sphingorhabdus	1	1	14	31	0.677741153128925	0
Genus_Sphingorhabdus	2	0	3	16	0	1
Genus_Sphingosinicella	1	9	0	31	0	1
Genus_Sphingosinicella	2	3	0	16	0	1
Genus_Spirochaeta	1	10	1	31	0.686350918238129	0
Genus_Spirochaeta	2	8	0	16	0	1
Genus_Spirochaeta_2	1	17	0	31	0	1
Genus_Spirochaeta_2	2	0	4	16	0	1
Genus_Sporacetigenium	1	3	3	31	0.65210976961272	0
Genus_Sporacetigenium	2	0	5	16	0	1
Genus_Sporanaerobacter	1	4	0	31	0	1
Genus_Sporanaerobacter	2	0	0	16	0	1
Genus_Sporichthya	1	1	7	31	0.64458342028038	0
Genus_Sporichthya	2	0	3	16	0	1
Genus_Sporobacter	1	1	3	31	0.485867669012388	0
Genus_Sporobacter	2	0	1	16	0	1
Genus_Sporobacterium	1	0	8	31	0	1
Genus_Sporobacterium	2	1	1	16	0.5	0.0278587360594796
Genus_Sporocytophaga	1	3	3	31	0.65210976961272	0
Genus_Sporocytophaga	2	0	0	16	0	1
Genus_Sporomusa	1	3	1	31	0.485867669012388	0
Genus_Sporomusa	2	2	0	16	0	1
Genus_Sporosarcina	1	0	16	31	0	1
Genus_Sporosarcina	2	0	4	16	0	1
Genus_Stella	1	20	0	31	0	1
Genus_Stella	2	2	2	16	0.75	0.0656288998357964
Genus_Stenotrophobacter	1	0	19	31	0	1
Genus_Stenotrophobacter	2	1	5	16	0.774397470347699	0.0727572815533981
Genus_Stenotrophomonas	1	1	7	31	0.64458342028038	0
Genus_Stenotrophomonas	2	0	4	16	0	1
Genus_Steroidobacter	1	0	12	31	0	1
Genus_Steroidobacter	2	0	5	16	0	1
Genus_Streptomyces	1	1	2	31	0.414922223585827	0
Genus_Streptomyces	2	13	0	16	0	1
Genus_Subgroup_10	1	17	1	31	0.635118235022838	0
Genus_Subgroup_10	2	10	0	16	0	1
Genus_Sulfurifustis	1	18	0	31	0	1
Genus_Sulfurifustis	2	4	0	16	0	1
Genus_Sumerlaea	1	0	2	31	0	1
Genus_Sumerlaea	2	8	0	16	0	1
Genus_Symbiobacterium	1	1	5	31	0.584372173802724	0
Genus_Symbiobacterium	2	0	1	16	0	1
Genus_Syntrophaceticus	1	3	0	31	0	1
Genus_Syntrophaceticus	2	0	6	16	0	1
Genus_Syntrophomonas	1	1	1	31	0.319625568412056	0
Genus_Syntrophomonas	2	6	0	16	0	1
Genus_Taeseokella	1	0	0	31	0	1
Genus_Taeseokella	2	0	2	16	0	1
Genus_Tahibacter	1	1	7	31	0.64458342028038	0
Genus_Tahibacter	2	1	0	16	0	1
Genus_Taibaiella	1	23	0	31	0	1
Genus_Taibaiella	2	6	0	16	0	1
Genus_Tepidimicrobium	1	0	1	31	0	1
Genus_Tepidimicrobium	2	0	2	16	0	1
Genus_Terrimicrobium	1	1	5	31	0.584372173802724	0
Genus_Terrimicrobium	2	0	1	16	0	1
Genus_Terrimonas	1	0	29	31	0	1
Genus_Terrimonas	2	0	15	16	0	1
Genus_Terrisporobacter	1	5	0	31	0	1
Genus_Terrisporobacter	2	1	1	16	0.5	0.0315347159603246
Genus_Thalassobaculum	1	2	1	31	0.414922223585827	0
Genus_Thalassobaculum	2	0	4	16	0	1
Genus_Thermaerobacter	1	0	4	31	0	1
Genus_Thermaerobacter	2	0	1	16	0	1
Genus_Thermasporomyces	1	0	15	31	0	1
Genus_Thermasporomyces	2	2	0	16	0	1
Genus_Thermincola	1	2	5	31	0.679668828976494	0
Genus_Thermincola	2	0	7	16	0	1
Genus_Thermoactinomyces	1	1	12	31	0.689838775044371	0
Genus_Thermoactinomyces	2	1	0	16	0	1
Genus_Thermoanaerobacterium	1	3	1	31	0.485867669012388	0
Genus_Thermoanaerobacterium	2	0	3	16	0	1
Genus_Thermobacillus	1	0	11	31	0	1
Genus_Thermobacillus	2	0	1	16	0	1
Genus_Thermobifida	1	0	23	31	0	1
Genus_Thermobifida	2	0	11	16	0	1
Genus_Thermobispora	1	0	13	31	0	1
Genus_Thermobispora	2	0	1	16	0	1
Genus_Thermoclostridium	1	0	9	31	0	1
Genus_Thermoclostridium	2	0	4	16	0	1
Genus_Thermoflavimicrobium	1	0	11	31	0	1
Genus_Thermoflavimicrobium	2	7	1	16	0.771782221599798	0.0656288998357964
Genus_Thermogemmatispora	1	22	0	31	0	1
Genus_Thermogemmatispora	2	0	4	16	0	1
Genus_Thermogutta	1	2	0	31	0	1
Genus_Thermogutta	2	3	0	16	0	1
Genus_Thermomonas	1	2	6	31	0.713670821895744	0
Genus_Thermomonas	2	0	1	16	0	1
Genus_Thermomonospora	1	0	17	31	0	1
Genus_Thermomonospora	2	2	0	16	0	1
Genus_Thermopolyspora	1	1	9	31	0.677827035189933	0
Genus_Thermopolyspora	2	0	4	16	0	1
Genus_Thermostaphylospora	1	0	15	31	0	1
Genus_Thermostaphylospora	2	5	0	16	0	1
Genus_Thermus	1	4	0	31	0	1
Genus_Thermus	2	0	0	16	0	1
Genus_Thioalkalispira-Sulfurivermis	1	0	2	31	0	1
Genus_Thioalkalispira-Sulfurivermis	2	0	5	16	0	1
Genus_Tissierella	1	9	0	31	0	1
Genus_Tissierella	2	0	4	16	0	1
Genus_Treponema	1	24	0	31	0	1
Genus_Treponema	2	1	0	16	0	1
Genus_Truepera	1	10	0	31	0	1
Genus_Truepera	2	10	0	16	0	1
Genus_Tuberibacillus	1	0	13	31	0	1
Genus_Tuberibacillus	2	2	6	16	0.905639062229566	0.453849084249084
Genus_Tyzzerella	1	1	3	31	0.485867669012388	0
Genus_Tyzzerella	2	0	3	16	0	1
Genus_UCG-009	1	1	6	31	0.618374166721974	0
Genus_UCG-009	2	0	3	16	0	1
Genus_UTBCD1	1	5	1	31	0.584372173802724	0
Genus_UTBCD1	2	1	1	16	0.5	0
Genus_Ureibacillus	1	0	12	31	0	1
Genus_Ureibacillus	2	0	3	16	0	1
Genus_Vampirovibrio	1	13	0	31	0	1
Genus_Vampirovibrio	2	0	3	16	0	1
Genus_Verrucosispora	1	1	3	31	0.485867669012388	0
Genus_Verrucosispora	2	0	4	16	0	1
Genus_Vicingus	1	1	2	31	0.414922223585827	0
Genus_Vicingus	2	0	3	16	0	1
Genus_Virgibacillus	1	1	7	31	0.64458342028038	0
Genus_Virgibacillus	2	0	4	16	0	1
Genus_Vitellibacter	1	1	1	31	0.319625568412056	0
Genus_Vitellibacter	2	0	3	16	0	1
Genus_Vulgatibacter	1	10	0	31	0	1
Genus_Vulgatibacter	2	6	1	16	0.780639062229566	0.104648564778898
Genus_Xylanibacillus	1	1	3	31	0.485867669012388	0
Genus_Xylanibacillus	2	0	4	16	0	1
Genus_Youhaiella	1	2	1	31	0.414922223585827	0
Genus_Youhaiella	2	2	3	16	0.827819531114783	0.0871625693893735
Genus_possible_genus_04	1	6	0	31	0	1
Genus_possible_genus_04	2	1	0	16	0	1
OTU-B_1	1	0	14	31	0	1
OTU-B_1	2	1	7	16	0.771782221599798	0.107606153846154
OTU-B_100	1	0	11	31	0	1
OTU-B_100	2	3	1	16	0.702819531114783	0.0355271111111111
OTU-B_1000	1	21	0	31	0	1
OTU-B_1000	2	0	5	16	0	1
OTU-B_1001	1	0	17	31	0	1
OTU-B_1001	2	1	5	16	0.774397470347699	0.114587155963303
OTU-B_1002	1	0	6	31	0	1
OTU-B_1002	2	0	0	16	0	1
OTU-B_1008	1	0	11	31	0	1
OTU-B_1008	2	0	1	16	0	1
OTU-B_1010	1	4	0	31	0	1
OTU-B_1010	2	7	1	16	0.771782221599798	0.101165109034268
OTU-B_1013	1	10	0	31	0	1
OTU-B_1013	2	3	3	16	0.905639062229566	0.470426277372263
OTU-B_1014	1	12	0	31	0	1
OTU-B_1014	2	2	4	16	0.875	0.204297397769517
OTU-B_1015	1	1	1	31	0.319625568412056	0
OTU-B_1015	2	0	5	16	0	1
OTU-B_1016	1	0	2	31	0	1
OTU-B_1016	2	4	0	16	0	1
OTU-B_1018	1	0	4	31	0	1
OTU-B_1018	2	0	8	16	0	1
OTU-B_1021	1	4	1	31	0.540999404901109	0
OTU-B_1021	2	6	0	16	0	1
OTU-B_1022	1	0	4	31	0	1
OTU-B_1022	2	0	0	16	0	1
OTU-B_1024	1	0	14	31	0	1
OTU-B_1024	2	0	4	16	0	1
OTU-B_1026	1	4	0	31	0	1
OTU-B_1026	2	3	0	16	0	1
OTU-B_1027	1	2	1	31	0.414922223585827	0
OTU-B_1027	2	0	2	16	0	1
OTU-B_1028	1	0	2	31	0	1
OTU-B_1028	2	1	2	16	0.625	0.0055449500554939
OTU-B_1029	1	25	0	31	0	1
OTU-B_1029	2	2	0	16	0	1
OTU-B_103	1	2	4	31	0.636296060074879	0
OTU-B_103	2	0	2	16	0	1
OTU-B_1030	1	2	2	31	0.510218878759597	0
OTU-B_1030	2	2	5	16	0.899397470347699	0.339211808118081
OTU-B_1031	1	0	9	31	0	1
OTU-B_1031	2	0	3	16	0	1
OTU-B_1033	1	0	9	31	0	1
OTU-B_1033	2	3	0	16	0	1
OTU-B_1034	1	1	3	31	0.485867669012388	0
OTU-B_1034	2	0	4	16	0	1
OTU-B_1037	1	0	5	31	0	1
OTU-B_1037	2	5	0	16	0	1
OTU-B_1039	1	2	0	31	0	1
OTU-B_1039	2	9	0	16	0	1
OTU-B_1040	1	8	0	31	0	1
OTU-B_1040	2	0	10	16	0	1
OTU-B_1041	1	8	0	31	0	1
OTU-B_1041	2	3	0	16	0	1
OTU-B_1043	1	6	4	31	0.839748003211026	0.0236777251184834
OTU-B_1043	2	0	0	16	0	1
OTU-B_1044	1	28	0	31	0	1
OTU-B_1044	2	0	3	16	0	1
OTU-B_1046	1	20	0	31	0	1
OTU-B_1046	2	4	0	16	0	1
OTU-B_1048	1	0	8	31	0	1
OTU-B_1048	2	1	0	16	0	1
OTU-B_105	1	0	15	31	0	1
OTU-B_105	2	0	3	16	0	1
OTU-B_1051	1	11	0	31	0	1
OTU-B_1051	2	0	8	16	0	1
OTU-B_1053	1	1	7	31	0.64458342028038	0
OTU-B_1053	2	2	0	16	0	1
OTU-B_1054	1	1	7	31	0.64458342028038	0
OTU-B_1054	2	0	5	16	0	1
OTU-B_1058	1	9	0	31	0	1
OTU-B_1058	2	0	5	16	0	1
OTU-B_1059	1	16	0	31	0	1
OTU-B_1059	2	1	4	16	0.75	0.0727572815533981
OTU-B_106	1	1	3	31	0.485867669012388	0
OTU-B_106	2	0	1	16	0	1
OTU-B_1066	1	0	5	31	0	1
OTU-B_1066	2	0	4	16	0	1
OTU-B_1067	1	1	2	31	0.414922223585827	0
OTU-B_1067	2	7	0	16	0	1
OTU-B_107	1	0	28	31	0	1
OTU-B_107	2	1	7	16	0.771782221599798	0.076121892542101
OTU-B_1070	1	0	4	31	0	1
OTU-B_1070	2	0	2	16	0	1
OTU-B_1071	1	1	2	31	0.414922223585827	0
OTU-B_1071	2	2	1	16	0.625	0.0355271111111111
OTU-B_1073	1	0	10	31	0	1
OTU-B_1073	2	0	2	16	0	1
OTU-B_1074	1	0	5	31	0	1
OTU-B_1074	2	0	2	16	0	1
OTU-B_1078	1	0	20	31	0	1
OTU-B_1078	2	0	2	16	0	1
OTU-B_108	1	2	3	31	0.581164324186158	0
OTU-B_108	2	0	0	16	0	1
OTU-B_1080	1	14	1	31	0.677741153128925	0
OTU-B_1080	2	0	6	16	0	1
OTU-B_1082	1	3	1	31	0.485867669012388	0
OTU-B_1082	2	0	6	16	0	1
OTU-B_1084	1	7	4	31	0.865957256769432	0.0236777251184834
OTU-B_1084	2	0	6	16	0	1
OTU-B_109	1	0	24	31	0	1
OTU-B_109	2	1	7	16	0.771782221599798	0.076121892542101
OTU-B_1091	1	2	1	31	0.414922223585827	0
OTU-B_1091	2	3	3	16	0.905639062229566	0.432522377109318
OTU-B_1092	1	11	0	31	0	1
OTU-B_1092	2	7	0	16	0	1
OTU-B_1093	1	7	0	31	0	1
OTU-B_1093	2	2	0	16	0	1
OTU-B_1094	1	17	0	31	0	1
OTU-B_1094	2	5	1	16	0.774397470347699	0.118225954198473
OTU-B_1096	1	0	6	31	0	1
OTU-B_1096	2	2	1	16	0.625	0.0315347159603246
OTU-B_1098	1	3	3	31	0.65210976961272	0
OTU-B_1098	2	2	0	16	0	1
OTU-B_1099	1	1	9	31	0.677827035189933	0
OTU-B_1099	2	3	3	16	0.905639062229566	0.476675892206846
OTU-B_11	1	6	1	31	0.618374166721974	0
OTU-B_11	2	6	0	16	0	1
OTU-B_110	1	0	29	31	0	1
OTU-B_110	2	0	7	16	0	1
OTU-B_1100	1	3	2	31	0.581164324186158	0
OTU-B_1100	2	9	0	16	0	1
OTU-B_1101	1	3	1	31	0.485867669012388	0
OTU-B_1101	2	0	6	16	0	1
OTU-B_1104	1	1	2	31	0.414922223585827	0
OTU-B_1104	2	0	1	16	0	1
OTU-B_1106	1	0	9	31	0	1
OTU-B_1106	2	0	3	16	0	1
OTU-B_1108	1	3	0	31	0	1
OTU-B_1108	2	2	1	16	0.625	0.0236777251184834
OTU-B_1109	1	16	0	31	0	1
OTU-B_1109	2	0	3	16	0	1
OTU-B_111	1	0	7	31	0	1
OTU-B_111	2	1	0	16	0	1
OTU-B_1111	1	0	11	31	0	1
OTU-B_1111	2	0	4	16	0	1
OTU-B_1113	1	23	1	31	0.479315692257216	0
OTU-B_1113	2	0	6	16	0	1
OTU-B_1115	1	0	22	31	0	1
OTU-B_1115	2	3	1	16	0.702819531114783	0.0393730297723292
OTU-B_1117	1	19	0	31	0	1
OTU-B_1117	2	3	1	16	0.702819531114783	0.0429578675838349
OTU-B_1118	1	0	1	31	0	1
OTU-B_1118	2	0	6	16	0	1
OTU-B_1120	1	0	1	31	0	1
OTU-B_1120	2	3	0	16	0	1
OTU-B_1122	1	0	12	31	0	1
OTU-B_1122	2	0	1	16	0	1
OTU-B_1123	1	15	0	31	0	1
OTU-B_1123	2	5	4	16	1.0243974703477	1
OTU-B_1125	1	3	0	31	0	1
OTU-B_1125	2	1	3	16	0.702819531114783	0.0505071609098568
OTU-B_1127	1	0	16	31	0	1
OTU-B_1127	2	0	0	16	0	1
OTU-B_1130	1	4	0	31	0	1
OTU-B_1130	2	8	0	16	0	1
OTU-B_1131	1	0	29	31	0	1
OTU-B_1131	2	0	3	16	0	1
OTU-B_1133	1	0	4	31	0	1
OTU-B_1133	2	9	0	16	0	1
OTU-B_1136	1	0	28	31	0	1
OTU-B_1136	2	0	5	16	0	1
OTU-B_1139	1	6	2	31	0.713670821895744	0
OTU-B_1139	2	0	6	16	0	1
OTU-B_114	1	0	20	31	0	1
OTU-B_114	2	0	3	16	0	1
OTU-B_1140	1	15	0	31	0	1
OTU-B_1140	2	1	2	16	0.625	0.0196692913385827
OTU-B_1141	1	0	3	31	0	1
OTU-B_1141	2	1	6	16	0.780639062229566	0.101165109034268
OTU-B_1142	1	0	26	31	0	1
OTU-B_1142	2	1	9	16	0.716917186688699	0.0468109028960818
OTU-B_1143	1	0	5	31	0	1
OTU-B_1143	2	0	4	16	0	1
OTU-B_1146	1	0	9	31	0	1
OTU-B_1146	2	3	6	16	0.98345859334435	1
OTU-B_1147	1	0	8	31	0	1
OTU-B_1147	2	0	14	16	0	1
OTU-B_1148	1	3	3	31	0.65210976961272	0
OTU-B_1148	2	0	1	16	0	1
OTU-B_115	1	9	2	31	0.773123690363704	0.0055449500554939
OTU-B_115	2	4	0	16	0	1
OTU-B_1151	1	0	1	31	0	1
OTU-B_1151	2	4	1	16	0.75	0.076121892542101
OTU-B_1152	1	9	0	31	0	1
OTU-B_1152	2	0	6	16	0	1
OTU-B_1153	1	0	13	31	0	1
OTU-B_1153	2	0	1	16	0	1
OTU-B_1155	1	0	16	31	0	1
OTU-B_1155	2	0	3	16	0	1
OTU-B_1157	1	0	14	31	0	1
OTU-B_1157	2	1	3	16	0.702819531114783	0.0315347159603246
